region,eta,subsystem,nsamples,meanX0,rmsX0,meanLambdaI,rmsLambdaI
SECTOR,-0.62,MAGNET,143,1.62731485160933,7.59813117026208e-08,0.372215661641283,0
SECTOR,-0.62,IHCAL,143,1.28668728020756,0.102930881163911,0.339051667271395,0.0244516811656282
SECTOR,-0.62,OHCAL,143,42.7780516368292,0.948038100552209,4.67282413744474,0.0819144202882841
SECTOR,-0.62,OTHER,143,0.0024909477448982,0.010963111415863,0.000639054077393473,0.00284154492549225
SECTOR,-0.6,PIPE,129,0.00268524791954664,0.00140806216207726,0.00230721864194453,0.000172422596320997
SECTOR,-0.6,MVTX,129,0.0270222226302799,0.0192311264110309,0.010898565167817,0.00492861323757351
SECTOR,-0.6,INTT,129,0.0710862237312507,0.0140778987945125,0.0308047819155274,0.00640790945037241
SECTOR,-0.6,TPC,129,0.0498660379448198,0.00194294841678273,0.0182228229397053,0.000587619571025258
SECTOR,-0.6,EMCAL,129,19.8740283850734,1.92092338366154,0.868141898910329,0.0698886465187477
SECTOR,-0.6,MAGNET,129,1.60970195307331,0,0.368187064055804,2.35608045769362e-08
SECTOR,-0.6,IHCAL,129,1.28004579008911,0.103767072638201,0.33686792760592,0.0244368411344127
SECTOR,-0.6,OHCAL,129,42.0424192808546,1.02254703553085,4.59682944909059,0.091246274295904
SECTOR,-0.6,OTHER,129,0.00362813197455056,0.0116414854539157,0.000834225109241619,0.00284900188309969
SECTOR,-0.58,PIPE,136,0.00335144824038132,0.00351005564406558,0.00236794296622119,0.000429823946341938
SECTOR,-0.58,MVTX,136,0.0235118536634414,0.0147326219981039,0.00979544601750073,0.00433276476485982
SECTOR,-0.58,INTT,136,0.0691024013908255,0.0149459891755109,0.030065531575451,0.00659954965118
SECTOR,-0.58,TPC,136,0.049505139781751,0.00218335973786344,0.0180822648087502,0.000662057061506469
SECTOR,-0.58,EMCAL,136,19.8329886449438,1.59322117109152,0.864140274198032,0.0628876837132256
SECTOR,-0.58,MAGNET,136,1.5927329567815,0,0.364305746205176,0
SECTOR,-0.58,IHCAL,136,1.27138448059693,0.103116749449716,0.334807072251515,0.0239685725919214
SECTOR,-0.58,OHCAL,136,41.7865368507733,1.13715563190749,4.56528295628362,0.1017268202472
SECTOR,-0.58,OTHER,136,0.00279592288083193,0.0101125551722884,0.000652097007568867,0.00252802222467322
SECTOR,-0.56,PIPE,131,0.00250782120165937,6.14394820350507e-08,0.00224456851187518,5.49900914965296e-08
SECTOR,-0.56,MVTX,131,0.0272490518605098,0.0175571875786324,0.0109319626206349,0.00437944064241956
SECTOR,-0.56,INTT,131,0.0707926364350904,0.013392319810948,0.0309366808966274,0.00602467627649982
SECTOR,-0.56,TPC,131,0.048728665995143,0.00187666169040562,0.017815448043447,0.000569187595221284
SECTOR,-0.56,EMCAL,131,20.0758789013183,1.63769656435495,0.87009639501105,0.0641188661078933
SECTOR,-0.56,MAGNET,131,1.57640107490912,8.94069671630859e-08,0.360570155510503,2.23517417907715e-08
SECTOR,-0.56,IHCAL,131,1.24072121668511,0.0917151880347852,0.327219397863313,0.0217903501221173
SECTOR,-0.56,OHCAL,131,41.4275689528329,0.996620089802868,4.52578483597226,0.0876181151157339
SECTOR,-0.56,OTHER,131,0.00225185445497633,0.00798987457463077,0.000562497871230313,0.00225109855282892
SECTOR,-0.54,PIPE,119,0.00287527408195368,0.00244023639858214,0.002270267666664,0.000298820859731493
SECTOR,-0.54,MVTX,119,0.0248430544500606,0.0166513666762755,0.00990432296380657,0.00407100670175127
SECTOR,-0.54,INTT,119,0.0706992376071977,0.010258926347098,0.0307138696592959,0.00511246866109764
SECTOR,-0.54,TPC,119,0.0483566184986305,0.00203806895651795,0.017672912154187,0.000618987640002414
SECTOR,-0.54,EMCAL,119,19.831845589502,1.56978669905764,0.862395990881763,0.060364462926384
SECTOR,-0.54,MAGNET,119,1.56069977448567,8.16170211889097e-08,0.356978797685703,0
SECTOR,-0.54,IHCAL,119,1.24132943602737,0.100122009762375,0.326826294671484,0.0239508432255739
SECTOR,-0.54,OHCAL,119,40.9280227674716,1.1487205305618,4.47342128798728,0.106127001901946
SECTOR,-0.54,OTHER,119,0.00121166112561369,0.007572372938432,0.000317078621923836,0.00193365409050259
SECTOR,-0.52,PIPE,128,0.00294060443174869,0.00268226454854501,0.00225973550362095,0.000328457095615947
